-1.2080000e-02,-5.00000e+00,
-1.2039999e-02,-4.60000e+00,
-1.1999999e-02,-4.80000e+00,
-1.1959999e-02,-4.40000e+00,
-1.1919999e-02,-4.40000e+00,
-1.1879998e-02,-4.00000e+00,
-1.1839998e-02,-4.20000e+00,
-1.1799998e-02,-3.80000e+00,
-1.1759997e-02,-3.80000e+00,
-1.1719997e-02,-3.40000e+00,
-1.1679997e-02,-3.60000e+00,
-1.1639996e-02,-3.20000e+00,
-1.1599996e-02,-3.20000e+00,
-1.1559996e-02,-2.60000e+00,
-1.1519996e-02,-2.60000e+00,
-1.1479995e-02,-2.40000e+00,
-1.1439995e-02,-2.40000e+00,
-1.1399995e-02,-2.20000e+00,
-1.1359994e-02,-2.20000e+00,
-1.1319994e-02,-1.80000e+00,
-1.1279994e-02,-1.80000e+00,
-1.1239993e-02,-1.60000e+00,
-1.1199993e-02,-1.60000e+00,
-1.1159993e-02,-1.20000e+00,
-1.1119992e-02,-1.20000e+00,
-1.1079992e-02,-1.00000e+00,
-1.1039992e-02,-1.20000e+00,
-1.0999992e-02,-8.00001e-01,
-1.0959991e-02,-8.00001e-01,
-1.0919991e-02,-6.00000e-01,
-1.0879991e-02,-6.00000e-01,
-1.0839990e-02,-4.00000e-01,
-1.0799990e-02,-4.00000e-01,
-1.0759990e-02,-4.00000e-01,
-1.0719989e-02,-2.00001e-01,
-1.0679989e-02,-0.00000e+00,
-1.0639989e-02,-0.00000e+00,
-1.0599989e-02,4.00000e-01,
-1.0559988e-02,4.00000e-01,
-1.0519988e-02,6.00000e-01,
-1.0479988e-02,6.00000e-01,
-1.0439987e-02,7.99999e-01,
-1.0399987e-02,7.99999e-01,
-1.0359987e-02,1.20000e+00,
-1.0319986e-02,1.00000e+00,
-1.0279986e-02,1.20000e+00,
-1.0239986e-02,1.20000e+00,
-1.0199985e-02,1.60000e+00,
-1.0159985e-02,1.60000e+00,
-1.0119985e-02,1.80000e+00,
-1.0079985e-02,2.00000e+00,
-1.0039984e-02,2.00000e+00,
-9.9999839e-03,2.00000e+00,
-9.9599836e-03,2.40000e+00,
-9.9199833e-03,2.40000e+00,
-9.8799830e-03,2.80000e+00,
-9.8399827e-03,2.80000e+00,
-9.7999824e-03,3.00000e+00,
-9.7599821e-03,3.00000e+00,
-9.7199818e-03,2.80000e+00,
-9.6799815e-03,3.20000e+00,
-9.6399812e-03,3.40000e+00,
-9.5999809e-03,3.20000e+00,
-9.5599806e-03,3.60000e+00,
-9.5199803e-03,3.40000e+00,
-9.4799800e-03,3.80000e+00,
-9.4399797e-03,3.60000e+00,
-9.3999794e-03,3.80000e+00,
-9.3599791e-03,3.80000e+00,
-9.3199788e-03,4.00000e+00,
-9.2799785e-03,4.00000e+00,
-9.2399782e-03,4.00000e+00,
-9.1999779e-03,4.00000e+00,
-9.1599775e-03,4.40000e+00,
-9.1199772e-03,4.40000e+00,
-9.0799769e-03,4.20000e+00,
-9.0399766e-03,4.40000e+00,
-8.9999763e-03,4.60000e+00,
-8.9599760e-03,4.60000e+00,
-8.9199757e-03,4.60000e+00,
-8.8799754e-03,4.60000e+00,
-8.8399751e-03,4.80000e+00,
-8.7999748e-03,4.80000e+00,
-8.7599745e-03,4.80000e+00,
-8.7199742e-03,5.00000e+00,
-8.6799739e-03,4.80000e+00,
-8.6399736e-03,5.00000e+00,
-8.5999733e-03,4.80000e+00,
-8.5599730e-03,5.00000e+00,
-8.5199727e-03,4.80000e+00,
-8.4799724e-03,5.00000e+00,
-8.4399721e-03,4.80000e+00,
-8.3999718e-03,4.80000e+00,
-8.3599715e-03,5.20000e+00,
-8.3199712e-03,4.80000e+00,
-8.2799708e-03,5.20000e+00,
-8.2399705e-03,4.80000e+00,
-8.1999702e-03,5.20000e+00,
-8.1599699e-03,4.80000e+00,
-8.1199696e-03,5.00000e+00,
-8.0799693e-03,4.80000e+00,
-8.0399690e-03,5.20000e+00,
-7.9999687e-03,5.00000e+00,
-7.9599684e-03,5.20000e+00,
-7.9199681e-03,5.00000e+00,
-7.8799678e-03,5.20000e+00,
-7.8399675e-03,5.00000e+00,
-7.7999677e-03,5.20000e+00,
-7.7599678e-03,4.80000e+00,
-7.7199680e-03,5.20000e+00,
-7.6799681e-03,5.00000e+00,
-7.6399683e-03,5.20000e+00,
-7.5999685e-03,5.00000e+00,
-7.5599686e-03,5.20000e+00,
-7.5199688e-03,5.20000e+00,
-7.4799689e-03,5.00000e+00,
-7.4399691e-03,5.00000e+00,
-7.3999693e-03,5.20000e+00,
-7.3599694e-03,5.20000e+00,
-7.3199696e-03,4.80000e+00,
-7.2799698e-03,5.20000e+00,
-7.2399699e-03,4.80000e+00,
-7.1999701e-03,5.20000e+00,
-7.1599702e-03,5.00000e+00,
-7.1199704e-03,5.20000e+00,
-7.0799706e-03,4.80000e+00,
-7.0399707e-03,5.00000e+00,
-6.9999709e-03,5.20000e+00,
-6.9599710e-03,5.00000e+00,
-6.9199712e-03,4.80000e+00,
-6.8799714e-03,5.00000e+00,
-6.8399715e-03,4.80000e+00,
-6.7999717e-03,4.80000e+00,
-6.7599718e-03,4.60000e+00,
-6.7199720e-03,4.40000e+00,
-6.6799722e-03,4.20000e+00,
-6.6399723e-03,4.20000e+00,
-6.5999725e-03,4.00000e+00,
-6.5599727e-03,3.80000e+00,
-6.5199728e-03,3.60000e+00,
-6.4799730e-03,3.60000e+00,
-6.4399731e-03,3.40000e+00,
-6.3999733e-03,3.40000e+00,
-6.3599735e-03,3.20000e+00,
-6.3199736e-03,3.20000e+00,
-6.2799738e-03,3.00000e+00,
-6.2399739e-03,3.20000e+00,
-6.1999741e-03,2.80000e+00,
-6.1599743e-03,2.80000e+00,
-6.1199744e-03,3.00000e+00,
-6.0799746e-03,2.80000e+00,
-6.0399747e-03,2.40000e+00,
-5.9999749e-03,2.60000e+00,
-5.9599751e-03,2.20000e+00,
-5.9199752e-03,2.40000e+00,
-5.8799754e-03,2.00000e+00,
-5.8399756e-03,2.00000e+00,
-5.7999757e-03,1.80000e+00,
-5.7599759e-03,2.00000e+00,
-5.7199760e-03,1.60000e+00,
-5.6799762e-03,1.60000e+00,
-5.6399764e-03,1.40000e+00,
-5.5999765e-03,1.40000e+00,
-5.5599767e-03,1.20000e+00,
-5.5199768e-03,1.20000e+00,
-5.4799770e-03,1.00000e+00,
-5.4399772e-03,1.00000e+00,
-5.3999773e-03,6.00000e-01,
-5.3599775e-03,7.99999e-01,
-5.3199776e-03,4.00000e-01,
-5.2799778e-03,4.00000e-01,
-5.2399780e-03,1.99999e-01,
-5.1999781e-03,4.00000e-01,
-5.1599783e-03,-0.00000e+00,
-5.1199785e-03,-0.00000e+00,
-5.0799786e-03,-2.00001e-01,
-5.0399788e-03,-4.00000e-01,
-4.9999789e-03,-2.00001e-01,
-4.9599791e-03,-4.00000e-01,
-4.9199793e-03,-6.00000e-01,
-4.8799794e-03,-6.00000e-01,
-4.8399796e-03,-8.00001e-01,
-4.7999797e-03,-1.00000e+00,
-4.7599799e-03,-1.20000e+00,
-4.7199801e-03,-1.20000e+00,
-4.6799802e-03,-1.60000e+00,
-4.6399804e-03,-1.60000e+00,
-4.5999805e-03,-1.80000e+00,
-4.5599807e-03,-1.80000e+00,
-4.5199809e-03,-2.20000e+00,
-4.4799810e-03,-2.20000e+00,
-4.4399812e-03,-2.40000e+00,
-4.3999813e-03,-2.20000e+00,
-4.3599815e-03,-2.60000e+00,
-4.3199817e-03,-2.40000e+00,
-4.2799818e-03,-2.60000e+00,
-4.2399820e-03,-2.60000e+00,
-4.1999822e-03,-2.80000e+00,
-4.1599823e-03,-3.00000e+00,
-4.1199825e-03,-3.20000e+00,
-4.0799826e-03,-3.40000e+00,
-4.0399828e-03,-3.60000e+00,
-3.9999830e-03,-3.60000e+00,
-3.9599831e-03,-4.00000e+00,
-3.9199833e-03,-4.00000e+00,
-3.8799832e-03,-4.40000e+00,
-3.8399831e-03,-4.20000e+00,
